Year,Host City,Host Country,Country,Continent,Country Code,Participants,Notes,,,
1896,Athens,Greece,Australia,Oceania,AUS,1,,,,
1896,Athens,Greece,Bulgaria,Europe,BGR,1,Their one competitor was a Swiss national living in Bulgaria at the time.,,,
1896,Athens,Greece,Chile,South America,CHL,1,,,,
1896,Athens,Greece,Italy,Europe,ITA,1,,,,
1896,Athens,Greece,Sweden,Europe,SWE,1,,,,
1896,Athens,Greece,Austria,Europe,AUT,3,,,,
1896,Athens,Greece,Denmark,Europe,DNK,3,,,,
1896,Athens,Greece,Switzerland,Europe,CHE,3,,,,
1896,Athens,Greece,Hungary,Europe,HUN,7,,,,
1896,Athens,Greece,Great Britain,Europe,GBR,10,,,,
1896,Athens,Greece,France,Europe,FRA,13,,,,
1896,Athens,Greece,United States,North America,USA,14,,,,
1896,Athens,Greece,Germany,Europe,DEU,19,,,,
1896,Athens,Greece,Greece,Europe,GRC,169,Host country,,,
1900,Paris,France,Argentina,South America,ARG,1,,,,
1900,Paris,France,Brazil,South America,BRA,1,Disputed participant,,,
1900,Paris,France,Colombia,South America,COL,1,Disputed participant,,,
1900,Paris,France,Cuba,North America,CUB,1,,,,
1900,Paris,France,India,Asia,IND,1,,,,
1900,Paris,France,Luxembourg,Europe,LUX,1,Disputed participant,,,
1900,Paris,France,New Zealand,Oceania,NZL,1,Disputed participant,,,
1900,Paris,France,Romania,Europe,ROU,1,,,,
1900,Paris,France,Australia,Oceania,AUS,2,,,,
1900,Paris,France,Canada,North America,CAN,2,,,,
1900,Paris,France,Greece,Europe,GRC,3,,,,
1900,Paris,France,Mexico,North America,MEX,4,,,,
1900,Paris,France,Russia,Europe,RUS,5,,,,
1900,Paris,France,Czech Republic,Europe,CZE,7,Known as Bohemia at the time,,,
1900,Paris,France,Norway,Europe,NOR,7,,,,
1900,Paris,France,Spain,Europe,ESP,8,,,,
1900,Paris,France,Sweden,Europe,SWE,10,,,,
1900,Paris,France,Austria,Europe,AUT,13,,,,
1900,Paris,France,Denmark,Europe,DNK,13,,,,
1900,Paris,France,Switzerland,Europe,CHE,18,,,,
1900,Paris,France,Hungary,Europe,HUN,20,,,,
1900,Paris,France,Italy,Europe,ITA,24,,,,
1900,Paris,France,Netherlands,Europe,NLD,29,,,,
1900,Paris,France,United States,North America,USA,75,,,,
1900,Paris,France,Belgium,Europe,BEL,78,,,,
1900,Paris,France,Germany,Europe,DEU,78,,,,
1900,Paris,France,Great Britain,Europe,GBR,102,,,,
1900,Paris,France,France,Europe,FRA,689,Host country,,,
1900,Paris,France,Haiti,North America,HTI,,Disputed participant,,,
1900,Paris,France,Iran,Asia,IRN,,Disputed participant,,,
1900,Paris,France,Peru,South America,PER,,Disputed participant,,,
1904,St. Louis,United States,France,Europe,FRA,1,,,,
1904,St. Louis,United States,Italy,Europe,ITA,1,Disputed participant,,,
1904,St. Louis,United States,Austria,Europe,AUT,2,,,,
1904,St. Louis,United States,Norway,Europe,NOR,2,Disputed participant,,,
1904,St. Louis,United States,Switzerland,Europe,CHE,2,,,,
1904,St. Louis,United States,Australia,Oceania,AUS,3,,,,
1904,St. Louis,United States,Cuba,North America,CUB,3,,,,
1904,St. Louis,United States,Hungary,Europe,HUN,4,,,,
1904,St. Louis,United States,Great Britain,Europe,GBR,6,,,,
1904,St. Louis,United States,South Africa,Africa,ZAF,8,,,,
1904,St. Louis,United States,Greece,Europe,GRC,14,,,,
1904,St. Louis,United States,Germany,Europe,DEU,22,,,,
1904,St. Louis,United States,Canada,North America,CAN,56,,,,
1904,St. Louis,United States,United States,North America,USA,526,Host country,,,
1908,London,United Kingdom,Argentina,South America,ARG,1,,,,
1908,London,United Kingdom,Turkey,Asia,TUR,1,Disputed participant,,,
1908,London,United Kingdom,Russia,Europe,RUS,6,,,,
1908,London,United Kingdom,Greece,Europe,GRC,20,,,,
1908,London,United Kingdom,Australia,Oceania,,32,Part of Australasia at the time,,,
1908,London,United Kingdom,New Zealand,Oceania,,32,Part of Australasia at the time,,,
1908,London,United Kingdom,Papua New Guinea,Oceania,,32,Part of Australasia at the time,,,
1908,London,United Kingdom,Indonesia,Oceania,,32,Part of Australasia at the time,,,
1908,London,United Kingdom,Hungary,Europe,HUN,63,,,,
1908,London,United Kingdom,Finland,Europe,FIN,67,,,,
1908,London,United Kingdom,Italy,Europe,ITA,68,,,,
1908,London,United Kingdom,Norway,Europe,NOR,69,,,,
1908,London,United Kingdom,Denmark,Europe,DNK,81,,,,
1908,London,United Kingdom,Germany,Europe,DEU,81,,,,
1908,London,United Kingdom,Canada,North America,CAN,87,,,,
1908,London,United Kingdom,Belgium,Europe,BEL,88,,,,
1908,London,United Kingdom,United States,North America,USA,122,,,,
1908,London,United Kingdom,France,Europe,FRA,363,,,,
1908,London,United Kingdom,Great Britain,Europe,GBR,676,"Host country; technically ""Great Britian & Ireland"" at this time, because Ireland felt they should compete as their own team.",,,
1908,London,United Kingdom,Austria,Europe,AUT,,,,,
1908,London,United Kingdom,Czech Republic,Europe,CZE,,Known as Bohemia at the time,,,
1908,London,United Kingdom,Netherlands,Europe,NLD,,,,,
1908,London,United Kingdom,South Africa,Africa,ZAF,,,,,
1908,London,United Kingdom,Sweden,Europe,SWE,,,,,
1908,London,United Kingdom,Switzerland,Europe,CHE,,,,,
1912,Stockholm,Sweden,Egypt,Africa,EGY,1,First appearance at the Olympic Games,,,
1912,Stockholm,Sweden,Iceland,Europe,ISL,2,,,,
1912,Stockholm,Sweden,Japan,Asia,JPN,2,Japan is the first appearance of an Asian country at the Olympic Games this year.,,,
1912,Stockholm,Sweden,Serbia,Europe,SRB,2,This is the only time Serbia appears at the Games as an independent nation until 2008.,,,
1912,Stockholm,Sweden,Turkey,Asia,TUR,2,Participants were actually from Armenia,,,
1912,Stockholm,Sweden,Belgium,Europe,BEL,6,,,,
1912,Stockholm,Sweden,Portugal,Europe,PRT,6,First appearance at the Olympic Games,,,
1912,Stockholm,Sweden,Switzerland,Europe,CHE,7,,,,
1912,Stockholm,Sweden,Austria,Europe,AUT,11,,,,
1912,Stockholm,Sweden,Chile,South America,CHL,14,First appearance at the Olympic Games as a national team,,,
1912,Stockholm,Sweden,Luxembourg,Europe,LUX,21,,,,
1912,Stockholm,Sweden,South Africa,Africa,ZAF,21,,,,
1912,Stockholm,Sweden,Greece,Europe,GRC,22,,,,
1912,Stockholm,Sweden,Australia,Oceania,,26,Part of Australasia at the time,,,
1912,Stockholm,Sweden,New Zealand,Oceania,,26,Part of Australasia at the time,,,
1912,Stockholm,Sweden,Indonesia,Oceania,,26,Part of Australasia at the time,,,
1912,Stockholm,Sweden,Papua New Guinea,Oceania,,26,Part of Australasia at the time,,,
1912,Stockholm,Sweden,Netherlands,Europe,NLD,33,,,,
1912,Stockholm,Sweden,Canada,North America,CAN,36,,,,
1912,Stockholm,Sweden,Czech Republic,Europe,CZE,39,Known as Bohemia at the time,,,
1912,Stockholm,Sweden,Italy,Europe,ITA,68,,,,
1912,Stockholm,Sweden,France,Europe,FRA,112,,,,
1912,Stockholm,Sweden,Hungary,Europe,HUN,119,,,,
1912,Stockholm,Sweden,Sweden,Europe,SWE,144,,,,
1912,Stockholm,Sweden,Denmark,Europe,DNK,152,,,,
1912,Stockholm,Sweden,Russia,Europe,RUS,159,,,,
1912,Stockholm,Sweden,Finland,Europe,FIN,164,,,,
1912,Stockholm,Sweden,United States,North America,USA,174,,,,
1912,Stockholm,Sweden,Germany,Europe,DEU,187,,,,
1912,Stockholm,Sweden,Norway,Europe,NOR,191,,,,
1912,Stockholm,Sweden,Great Britain,Europe,GBR,279,,,,
1920,Antwerp,Belgium,Argentina,South America,ARG,1,,,,
1920,Antwerp,Belgium,Chile,South America,CHL,2,,,,
1920,Antwerp,Belgium,Portugal,Europe,PRT,3,,,,
1920,Antwerp,Belgium,Monaco,Europe,MCO,4,,,,
1920,Antwerp,Belgium,New Zealand,Oceania,NZL,4,,,,
1920,Antwerp,Belgium,India,Asia,IND,5,,,,
1920,Antwerp,Belgium,Yugoslavia,Europe,MKD,12,,,,
1920,Antwerp,Belgium,Australia,Oceania,AUS,13,,,,
1920,Antwerp,Belgium,Estonia,Europe,EST,14,,,,
1920,Antwerp,Belgium,Japan,Asia,JPN,15,,,,
1920,Antwerp,Belgium,Brazil,South America,BRA,21,,,,
1920,Antwerp,Belgium,Egypt,Africa,EGY,22,,,,
1920,Antwerp,Belgium,Luxembourg,Europe,LUX,25,,,,
1920,Antwerp,Belgium,Spain,Europe,ESP,32,,,,
1920,Antwerp,Belgium,South Africa,Africa,ZAF,39,,,,
1920,Antwerp,Belgium,Canada,North America,CAN,53,,,,
1920,Antwerp,Belgium,Greece,Europe,GRC,57,,,,
1920,Antwerp,Belgium,Finland,Europe,FIN,63,,,,
1920,Antwerp,Belgium,Switzerland,Europe,CHE,77,,,,
1920,Antwerp,Belgium,Norway,Europe,NOR,94,,,,
1920,Antwerp,Belgium,Netherlands,Europe,NLD,113,,,,
1920,Antwerp,Belgium,Czech Republic,Europe,CZE,121,Part of Czechoslovakia at this time,,,
1920,Antwerp,Belgium,Slovakia,Europe,SVK,121,Part of Czechoslovakia at this time,,,
1920,Antwerp,Belgium,Denmark,Europe,DNK,154,,,,
1920,Antwerp,Belgium,Italy,Europe,ITA,174,,,,
1920,Antwerp,Belgium,Great Britain,Europe,GBR,235,"One competitor, Eric Robertson was technically from the Dominion of Newfoundland this year, but they did not have an official Olympic committee.",,,
1920,Antwerp,Belgium,Sweden,Europe,SWE,260,,,,
1920,Antwerp,Belgium,United States,North America,USA,288,,,,
1920,Antwerp,Belgium,France,Europe,FRA,304,,,,
1920,Antwerp,Belgium,Belgium,Europe,BEL,336,,,,
1924,Paris,France,Philippines,Asia,PHL,1,,,,
1924,Paris,France,Ecuador,South America,ECU,3,,,,
1924,Paris,France,China,Asia,CHN,4,Participated in Opening Ceremony but all 4 athletes withdrew from competition,,,
1924,Paris,France,New Zealand,Oceania,NZL,4,,,,
1924,Paris,France,India,Asia,IND,7,,,,
1924,Paris,France,Monaco,Europe,MCO,7,,,,
1924,Paris,France,Haiti,North America,HTI,8,,,,
1924,Paris,France,Cuba,North America,CUB,9,,,,
1924,Paris,France,Japan,Asia,JPN,9,,,,
1924,Paris,France,Chile,South America,CHL,11,,,,
1924,Paris,France,Brazil,South America,BRA,12,,,,
1924,Paris,France,Lithuania,Europe,LTU,13,,,,
1924,Paris,France,Mexico,North America,MEX,13,,,,
1924,Paris,France,Luxembourg,Europe,LUX,22,,,,
1924,Paris,France,Bulgaria,Europe,BGR,24,,,,
1924,Paris,France,Greece,Europe,GRC,26,,,,
1924,Paris,France,Portugal,Europe,PRT,30,,,,
1924,Paris,France,South Africa,Africa,ZAF,30,,,,
1924,Paris,France,Turkey,Asia,TUR,31,,,,
1924,Paris,France,Uruguay,South America,URY,31,,,,
1924,Paris,France,Egypt,Africa,EGY,33,,,,
1924,Paris,France,Australia,Oceania,AUS,36,,,,
1924,Paris,France,Yugoslavia,Europe,MKD,37,,,,
1924,Paris,France,Ireland,Europe,IRL,39,,,,
1924,Paris,France,Latvia,Europe,LVA,41,,,,
1924,Paris,France,Estonia,Europe,EST,44,,,,
1924,Paris,France,Austria,Europe,AUT,49,,,,
1924,Paris,France,Romania,Europe,ROU,51,,,,
1924,Paris,France,Norway,Europe,NOR,62,,,,
1924,Paris,France,Canada,North America,CAN,65,,,,
1924,Paris,France,Poland,Europe,POL,65,,,,
1924,Paris,France,Czech Republic,Europe,CZE,70,Part of Czechoslovakia at this time,,,
1924,Paris,France,Slovakia,Europe,SVK,70,Part of Czechoslovakia at this time,,,
1924,Paris,France,Switzerland,Europe,CHE,75,,,,
1924,Paris,France,Argentina,South America,ARG,77,,,,
1924,Paris,France,Denmark,Europe,DNK,89,,,,
1924,Paris,France,Hungary,Europe,HUN,89,,,,
1924,Paris,France,Finland,Europe,FIN,90,,,,
1924,Paris,France,Sweden,Europe,SWE,108,,,,
1924,Paris,France,Spain,Europe,ESP,129,,,,
1924,Paris,France,Netherlands,Europe,NLD,153,,,,
1924,Paris,France,Belgium,Europe,BEL,172,,,,
1924,Paris,France,Italy,Europe,ITA,200,,,,
1924,Paris,France,Great Britain,Europe,GBR,239,,,,
1924,Paris,France,United States,North America,USA,299,,,,
1924,Paris,France,France,Europe,FRA,401,,,,
1928,Amsterdam,Netherlands,Cuba,North America,CUB,1,,,,
1928,Amsterdam,Netherlands,Panama,North America,PAN,1,,,,
1928,Amsterdam,Netherlands,Haiti,North America,HTI,2,,,,
1928,Amsterdam,Netherlands,Zimbabwe,Africa,ZWE,2,"Known as ""Rhodesia"" at the time",,,
1928,Amsterdam,Netherlands,Philippines,Asia,PHL,4,,,,
1928,Amsterdam,Netherlands,Bulgaria,Europe,BGR,5,,,,
1928,Amsterdam,Netherlands,Monaco,Europe,MCO,7,,,,
1928,Amsterdam,Netherlands,Malta,Europe,MLT,9,,,,
1928,Amsterdam,Netherlands,New Zealand,Oceania,NZL,10,,,,
1928,Amsterdam,Netherlands,Lithuania,Europe,LTU,12,,,,
1928,Amsterdam,Netherlands,Latvia,Europe,LVA,14,,,,
1928,Amsterdam,Netherlands,Australia,Oceania,AUS,18,,,,
1928,Amsterdam,Netherlands,Estonia,Europe,EST,20,,,,
1928,Amsterdam,Netherlands,India,Asia,IND,21,,,,
1928,Amsterdam,Netherlands,Uruguay,South America,URY,22,,,,
1928,Amsterdam,Netherlands,Greece,Europe,GRC,23,,,,
1928,Amsterdam,Netherlands,South Africa,Africa,ZAF,24,,,,
1928,Amsterdam,Netherlands,Ireland,Europe,IRL,27,,,,
1928,Amsterdam,Netherlands,Romania,Europe,ROU,29,,,,
1928,Amsterdam,Netherlands,Mexico,North America,MEX,30,,,,
1928,Amsterdam,Netherlands,Portugal,Europe,PRT,31,,,,
1928,Amsterdam,Netherlands,Turkey,Asia,TUR,31,,,,
1928,Amsterdam,Netherlands,Egypt,Africa,EGY,32,,,,
1928,Amsterdam,Netherlands,Yugoslavia,Europe,MKD,34,,,,
1928,Amsterdam,Netherlands,Chile,South America,CHL,38,,,,
1928,Amsterdam,Netherlands,Japan,Asia,JPN,43,,,,
1928,Amsterdam,Netherlands,Luxembourg,Europe,LUX,46,,,,
1928,Amsterdam,Netherlands,Norway,Europe,NOR,52,,,,
1928,Amsterdam,Netherlands,Canada,North America,CAN,69,,,,
1928,Amsterdam,Netherlands,Finland,Europe,FIN,69,,,,
1928,Amsterdam,Netherlands,Czech Republic,Europe,CZE,70,Part of Czechoslovakia at this time,,,
1928,Amsterdam,Netherlands,Slovakia,Europe,SVK,70,Part of Czechoslovakia at this time,,,
1928,Amsterdam,Netherlands,Austria,Europe,AUT,73,,,,
1928,Amsterdam,Netherlands,Spain,Europe,ESP,80,,,,
1928,Amsterdam,Netherlands,Argentina,South America,ARG,81,,,,
1928,Amsterdam,Netherlands,Denmark,Europe,DNK,91,,,,
1928,Amsterdam,Netherlands,Poland,Europe,POL,93,,,,
1928,Amsterdam,Netherlands,Sweden,Europe,SWE,100,,,,
1928,Amsterdam,Netherlands,Hungary,Europe,HUN,109,,,,
1928,Amsterdam,Netherlands,Switzerland,Europe,CHE,133,,,,
1928,Amsterdam,Netherlands,Italy,Europe,ITA,174,,,,
1928,Amsterdam,Netherlands,Belgium,Europe,BEL,186,,,,
1928,Amsterdam,Netherlands,Great Britain,Europe,GBR,232,,,,
1928,Amsterdam,Netherlands,France,Europe,FRA,255,,,,
1928,Amsterdam,Netherlands,Netherlands,Europe,NLD,264,,,,
1928,Amsterdam,Netherlands,United States,North America,USA,280,,,,
1928,Amsterdam,Netherlands,Germany,Europe,DEU,296,,,,
1932,Los Angeles,United States,China,Asia,CHN,1,,,,
1932,Los Angeles,United States,Colombia,South America,COL,1,,,,
1932,Los Angeles,United States,Uruguay,South America,URY,1,,,,
1932,Los Angeles,United States,Yugoslavia,Europe,MKD,1,,,,
1932,Los Angeles,United States,Estonia,Europe,EST,2,,,,
1932,Los Angeles,United States,Haiti,North America,HTI,2,,,,
1932,Los Angeles,United States,Latvia,Europe,LVA,2,,,,
1932,Los Angeles,United States,Portugal,Europe,PRT,6,,,,
1932,Los Angeles,United States,Spain,Europe,ESP,6,,,,
1932,Los Angeles,United States,Switzerland,Europe,CHE,6,,,,
1932,Los Angeles,United States,Czech Republic,Europe,CZE,7,Part of Czechoslovakia at this time,,,
1932,Los Angeles,United States,Slovakia,Europe,SVK,7,Part of Czechoslovakia at this time,,,
1932,Los Angeles,United States,Ireland,Europe,IRL,8,,,,
1932,Los Angeles,United States,Philippines,Asia,PHL,8,,,,
1932,Los Angeles,United States,Greece,Europe,GRC,10,,,,
1932,Los Angeles,United States,Australia,Oceania,AUS,12,,,,
1932,Los Angeles,United States,South Africa,Africa,ZAF,12,,,,
1932,Los Angeles,United States,Austria,Europe,AUT,19,,,,
1932,Los Angeles,United States,India,Asia,IND,19,,,,
1932,Los Angeles,United States,New Zealand,Oceania,NZL,21,,,,
1932,Los Angeles,United States,Argentina,South America,ARG,32,,,,
1932,Los Angeles,United States,Belgium,Europe,BEL,36,,,,
1932,Los Angeles,United States,Finland,Europe,FIN,40,,,,
1932,Los Angeles,United States,Denmark,Europe,DNK,43,,,,
1932,Los Angeles,United States,Netherlands,Europe,NLD,45,,,,
1932,Los Angeles,United States,Poland,Europe,POL,51,,,,
1932,Los Angeles,United States,Hungary,Europe,HUN,58,,,,
1932,Los Angeles,United States,Mexico,North America,MEX,73,,,,
1932,Los Angeles,United States,Sweden,Europe,SWE,81,,,,
1932,Los Angeles,United States,Brazil,South America,BRA,82,,,,
1932,Los Angeles,United States,Canada,North America,CAN,102,,,,
1932,Los Angeles,United States,France,Europe,FRA,103,,,,
1932,Los Angeles,United States,Great Britain,Europe,GBR,108,,,,
1932,Los Angeles,United States,Italy,Europe,ITA,112,,,,
1932,Los Angeles,United States,Germany,Europe,DEU,134,,,,
1932,Los Angeles,United States,Japan,Asia,JPN,157,,,,
1932,Los Angeles,United States,United States,North America,USA,474,,,,
1932,Los Angeles,United States,Norway,Europe,NOR,,,,,
1936,Berlin,Germany,Bolivia,South America,BOL,1,,,,
1936,Berlin,Germany,Costa Rica,North America,CRI,1,,,,
1936,Berlin,Germany,Bermuda,North America,BMU,5,,,,
1936,Berlin,Germany,Colombia,South America,COL,5,,,,
1936,Berlin,Germany,Liechtenstein,Europe,LIE,6,,,,
1936,Berlin,Germany,Monaco,Europe,MCO,6,,,,
1936,Berlin,Germany,New Zealand,Oceania,NZL,7,,,,
1936,Berlin,Germany,Malta,Europe,MLT,11,,,,
1936,Berlin,Germany,Iceland,Europe,ISL,12,,,,
1936,Berlin,Germany,Afghanistan,Asia,AFG,14,,,,
1936,Berlin,Germany,Portugal,Europe,PRT,19,,,,
1936,Berlin,Germany,Bulgaria,Europe,BGR,24,,,,
1936,Berlin,Germany,Latvia,Europe,LVA,24,,,,
1936,Berlin,Germany,South Africa,Africa,ZAF,25,,,,
1936,Berlin,Germany,India,Asia,IND,27,,,,
1936,Berlin,Germany,Philippines,Asia,PHL,28,,,,
1936,Berlin,Germany,Australia,Oceania,AUS,32,,,,
1936,Berlin,Germany,Estonia,Europe,EST,33,,,,
1936,Berlin,Germany,Mexico,North America,MEX,34,,,,
1936,Berlin,Germany,Uruguay,South America,URY,37,,,,
1936,Berlin,Germany,Chile,South America,CHL,40,,,,
1936,Berlin,Germany,Greece,Europe,GRC,40,,,,
1936,Berlin,Germany,Peru,South America,PER,40,,,,
1936,Berlin,Germany,Luxembourg,Europe,LUX,44,,,,
1936,Berlin,Germany,Turkey,Asia,TUR,48,,,,
1936,Berlin,Germany,Argentina,South America,ARG,51,,,,
1936,Berlin,Germany,Romania,Europe,ROU,53,,,,
1936,Berlin,Germany,China,Asia,CHN,54,,,,
1936,Berlin,Germany,Egypt,Africa,EGY,54,,,,
1936,Berlin,Germany,Norway,Europe,NOR,72,,,,
1936,Berlin,Germany,Brazil,South America,BRA,73,,,,
1936,Berlin,Germany,Yugoslavia,Europe,MKD,90,,,,
1936,Berlin,Germany,Canada,North America,CAN,96,,,,
1936,Berlin,Germany,Finland,Europe,FIN,107,,,,
1936,Berlin,Germany,Poland,Europe,POL,112,,,,
1936,Berlin,Germany,Denmark,Europe,DNK,116,,,,
1936,Berlin,Germany,Belgium,Europe,BEL,120,,,,
1936,Berlin,Germany,Netherlands,Europe,NLD,128,,,,
1936,Berlin,Germany,Sweden,Europe,SWE,150,,,,
1936,Berlin,Germany,Japan,Asia,JPN,153,,,,
1936,Berlin,Germany,Czech Republic,Europe,CZE,162,Part of Czechoslovakia at this time,,,
1936,Berlin,Germany,Slovakia,Europe,SVK,162,Part of Czechoslovakia at this time,,,
1936,Berlin,Germany,Switzerland,Europe,CHE,174,,,,
1936,Berlin,Germany,Austria,Europe,AUT,176,,,,
1936,Berlin,Germany,Italy,Europe,ITA,182,,,,
1936,Berlin,Germany,France,Europe,FRA,201,,,,
1936,Berlin,Germany,Great Britain,Europe,GBR,207,,,,
1936,Berlin,Germany,Hungary,Europe,HUN,209,,,,
1936,Berlin,Germany,United States,North America,USA,310,,,,
1936,Berlin,Germany,Germany,Europe,DEU,348,,,,
1948,London,United Kingdom,Malta,Europe,MLT,1,,,,
1948,London,United Kingdom,Norway,Europe,NOR,1,,,,
1948,London,United Kingdom,Panama,North America,PAN,1,,,,
1948,London,United Kingdom,Singapore,Asia,SGP,1,,,,
1948,London,United Kingdom,Syria,Asia,SYR,1,,,,
1948,London,United Kingdom,Venezuela,South America,VEN,1,,,,
1948,London,United Kingdom,Liechtenstein,Europe,LIE,2,,,,
1948,London,United Kingdom,Guyana,South America,GUY,4,,,,
1948,London,United Kingdom,Myanmar,Asia,MMR,4,,,,
1948,London,United Kingdom,Monaco,Europe,MCO,4,,,,
1948,London,United Kingdom,Trinidad and Tobago,North America,TTO,5,,,,
1948,London,United Kingdom,Colombia,South America,COL,6,,,,
1948,London,United Kingdom,Sri Lanka,Asia,LKA,7,,,,
1948,London,United Kingdom,New Zealand,Oceania,NZL,7,,,,
1948,London,United Kingdom,Lebanon,Asia,LBN,8,,,,
1948,London,United Kingdom,Puerto Rico,North America,PRI,9,,,,
1948,London,United Kingdom,Iraq,Asia,IRQ,11,,,,
1948,London,United Kingdom,Bermuda,North America,BMU,12,,,,
1948,London,United Kingdom,Jamaica,North America,JAM,13,,,,
1948,London,United Kingdom,Iceland,Europe,ISL,20,,,,
1948,London,United Kingdom,Afghanistan,Asia,AFG,25,,,,
1948,London,United Kingdom,Philippines,Asia,PHL,26,,,,
1948,London,United Kingdom,China,Asia,CHN,31,,,,
1948,London,United Kingdom,Pakistan,Asia,PAK,35,,,,
1948,London,United Kingdom,South Africa,Africa,ZAF,35,,,,
1948,London,United Kingdom,Iran,Asia,IRN,36,,,,
1948,London,United Kingdom,Poland,Europe,POL,37,,,,
1948,London,United Kingdom,Peru,South America,PER,41,,,,
1948,London,United Kingdom,Luxembourg,Europe,LUX,45,,,,
1948,London,United Kingdom,South Korea,Asia,KOR,46,,,,
1948,London,United Kingdom,Portugal,Europe,PRT,48,,,,
1948,London,United Kingdom,Cuba,North America,CUB,53,,,,
1948,London,United Kingdom,Chile,South America,CHL,54,,,,
1948,London,United Kingdom,Turkey,Asia,TUR,58,,,,
1948,London,United Kingdom,Greece,Europe,GRC,61,,,,
1948,London,United Kingdom,Uruguay,South America,URY,61,,,,
1948,London,United Kingdom,Spain,Europe,ESP,65,,,,
1948,London,United Kingdom,Brazil,South America,BRA,70,,,,
1948,London,United Kingdom,Ireland,Europe,IRL,73,,,,
1948,London,United Kingdom,Australia,Oceania,AUS,75,,,,
1948,London,United Kingdom,India,Asia,IND,79,,,,
1948,London,United Kingdom,Egypt,Africa,EGY,85,,,,
1948,London,United Kingdom,Czech Republic,Europe,CZE,87,Part of Czechoslovakia at this time,,,
1948,London,United Kingdom,Slovakia,Europe,SVK,87,Part of Czechoslovakia at this time,,,
1948,London,United Kingdom,Mexico,North America,MEX,88,,,,
1948,London,United Kingdom,Yugoslavia,Europe,MKD,90,,,,
1948,London,United Kingdom,Canada,North America,CAN,118,,,,
1948,London,United Kingdom,Finland,Europe,FIN,129,,,,
1948,London,United Kingdom,Hungary,Europe,HUN,129,,,,
1948,London,United Kingdom,Austria,Europe,AUT,144,,,,
1948,London,United Kingdom,Netherlands,Europe,NLD,149,,,,
1948,London,United Kingdom,Belgium,Europe,BEL,152,,,,
1948,London,United Kingdom,Denmark,Europe,DNK,162,,,,
1948,London,United Kingdom,Sweden,Europe,SWE,181,,,,
1948,London,United Kingdom,Switzerland,Europe,CHE,181,,,,
1948,London,United Kingdom,Argentina,South America,ARG,199,,,,
1948,London,United Kingdom,Italy,Europe,ITA,213,,,,
1948,London,United Kingdom,United States,North America,USA,300,,,,
1948,London,United Kingdom,France,Europe,FRA,316,,,,
1948,London,United Kingdom,Great Britain,Europe,GBR,398,Host country,,,
1952,Helsinki,Finland,Guyana,South America,GUY,1,,,,
1952,Helsinki,Finland,China,Asia,CHN,1,,,,
1952,Helsinki,Finland,Panama,North America,PAN,1,,,,
1952,Helsinki,Finland,Liechtenstein,Europe,LIE,2,,,,
1952,Helsinki,Finland,Trinidad and Tobago,North America,TTO,2,,,,
1952,Helsinki,Finland,Indonesia,Asia,IDN,3,,,,
1952,Helsinki,Finland,Hong Kong,Asia,HKG,4,,,,
1952,Helsinki,Finland,Myanmar,Asia,MMR,5,,,,
1952,Helsinki,Finland,Sri Lanka,Asia,LKA,5,,,,
1952,Helsinki,Finland,Singapore,Asia,SGP,5,,,,
1952,Helsinki,Finland,Bermuda,North America,BMU,6,,,,
1952,Helsinki,Finland,Bahamas,North America,BHS,7,,,,
1952,Helsinki,Finland,Ghana,Africa,GHA,7,"Called the ""Gold Coast"" at the time",,,
1952,Helsinki,Finland,Jamaica,North America,JAM,8,,,,
1952,Helsinki,Finland,Monaco,Europe,MCO,8,,,,
1952,Helsinki,Finland,Thailand,Asia,THA,8,,,,
1952,Helsinki,Finland,Vietnam,Asia,VNM,8,,,,
1952,Helsinki,Finland,Iceland,Europe,ISL,9,,,,
1952,Helsinki,Finland,Lebanon,Asia,LBN,9,,,,
1952,Helsinki,Finland,Nigeria,Africa,NGA,9,,,,
1952,Helsinki,Finland,Netherlands Antilles,North America,ANT,11,,,,
1952,Helsinki,Finland,New Zealand,Oceania,NZL,15,,,,
1952,Helsinki,Finland,Ireland,Europe,IRL,19,,,,
1952,Helsinki,Finland,South Korea,Asia,KOR,19,,,,
1952,Helsinki,Finland,Guatemala,North America,GTM,21,,,,
1952,Helsinki,Finland,Puerto Rico,North America,PRI,21,,,,
1952,Helsinki,Finland,Iran,Asia,IRN,22,,,,
1952,Helsinki,Finland,Philippines,Asia,PHL,25,,,,
1952,Helsinki,Finland,Israel,Asia,ISR,26,,,,
1952,Helsinki,Finland,Cuba,North America,CUB,29,,,,
1952,Helsinki,Finland,Spain,Europe,ESP,30,,,,
1952,Helsinki,Finland,Uruguay,South America,URY,32,,,,
1952,Helsinki,Finland,Pakistan,Asia,PAK,38,,,,
1952,Helsinki,Finland,Venezuela,South America,VEN,38,,,,
1952,Helsinki,Finland,Luxembourg,Europe,LUX,44,,,,
1952,Helsinki,Finland,Turkey,Asia,TUR,51,,,,
1952,Helsinki,Finland,Greece,Europe,GRC,53,,,,
1952,Helsinki,Finland,Chile,South America,CHL,59,,,,
1952,Helsinki,Finland,Bulgaria,Europe,BGR,63,,,,
1952,Helsinki,Finland,Mexico,North America,MEX,64,,,,
1952,Helsinki,Finland,South Africa,Africa,ZAF,64,,,,
1952,Helsinki,Finland,India,Asia,IND,69,,,,
1952,Helsinki,Finland,Japan,Asia,JPN,69,,,,
1952,Helsinki,Finland,Portugal,Europe,PRT,71,,,,
